availability,brand,color,description,name,price,sku
InStock,H&M,Blue,Regular-fit sports top in fast-drying fabric designed to help keep you dry and cool while exercising. Stand-up collar and zip with a chin guard at the top. Long sleeves in a raglan cut to minimise chafing.,Long-sleeved sports top,1999.0,1088499008
InStock,H&M,Red,"Tennis shirt in stretchy DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a collar, zip at the top, short sleeves and a ventilation hole under the arms. Straight-cut hem with a slit at each side.",DryMove™ Tennis shirt,1999.0,1138069004
InStock,H&M,Black/Develop,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline, short sleeves and a print motif.",DryMove™ Sports top,1299.0,1168448001
InStock,H&M,Dark green,"Regular-fit T-shirt in soft jersey with a round, rib-trimmed neckline and a straight-cut hem. The T-shirt incorporates COOLMAX® functional fabric, a unique, soft, comfortable and fast-drying polyester fibre that efficiently wicks moisture while regulating temperature.",COOLMAX® Regular Fit T-shirt,999.0,0967153019
InStock,H&M,Beige/Patterned,"Running top in DryMove™ functional mesh fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline, short raglan sleeves and reflective print motifs on the front, sleeves and back.",DryMove™ Running top,1499.0,1154822001
InStock,H&M,Black/Light grey,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short raglan sleeves. Sections in a contrasting colour and fabric.",DryMove™ Sports top,1499.0,1177449008
InStock,H&M,Coral,"Sports vest top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Relaxed fit with a round neckline and slightly deeper armholes.",DryMove™ Sports vest top,999.0,1145208005
InStock,H&M,Light grey,Short-sleeved top in fast-drying functional fabric designed to help keep you dry and cool while exercising. Round neckline and a rounded hem. Longer at the back for a better fit and increased mobility.,Loose Fit Sports top,1499.0,0948855047
InStock,H&M,Light blue,"Relaxed-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline. Dropped shoulders, an open chest pocket and straight-cut hem.",Relaxed Fit pocket-detail T-shirt,799.0,1062372008
InStock,H&M,White/Santa Monica,"Sleeveless top in soft cotton. Relaxed fit with a round, rib-trimmed neckline, cut-off roll edges around the armholes, and a straight-cut hem.",Relaxed Fit Cotton sleeveless top,799.0,1063258004
InStock,H&M,Grey,"Sports vest top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Round neckline and a mesh section at the back for increased ventilation. Straight-cut hem with a small slit at each side. Muscle fit to create a flattering silhouette.",DryMove™ Sports vest top,1499.0,1168491002
InStock,H&M,Light blue/Tie-dye,"T-shirt in soft, patterned cotton jersey. Relaxed fit with a round, rib-trimmed neckline, dropped shoulders, a print motif on the chest and back, and a straight-cut hem.",Relaxed Fit Patterned cotton T-shirt,1299.0,1071167006
InStock,H&M,Coral,"Regular-fit sports top in fast-drying piqué designed to help keep you dry and cool while exercising. Collar, two-button placket at the top and short sleeves with embroidered eyelets in the armpits for added ventilation. Straight-cut hem with a slit in each side.",Regular Fit Piqué sports top,1499.0,1070399010
InStock,H&M,Beige,"Slim-fit polo shirt in soft cotton jersey with an all-over print. Ribbed collar, a button placket and short sleeves with ribbed trims.",Slim Fit Patterned polo shirt,999.0,1043183013
InStock,H&M,Light beige,"Regular-fit T-shirt in soft jersey with a round, rib-trimmed neckline and a straight-cut hem. The T-shirt incorporates COOLMAX® functional fabric, a unique, soft, comfortable and fast-drying polyester fibre that efficiently wicks moisture while regulating temperature.",COOLMAX® Regular Fit T-shirt,999.0,0967153013
InStock,H&M,Orange marl,"Short-sleeved sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",Sports top in DryMove™,1299.0,0653275071
InStock,H&M,Dark grey,"Sports T-shirt in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Raglan sleeves and anti-chafe flatlock seams for added comfort and increased mobility. Slightly longer at the back. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",DryMove™ Sports T-shirt,1499.0,1168526002
InStock,H&M,Black,"Sports T-shirt in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Raglan sleeves, a text motif on the front and laser-cut holes at the back for increased ventilation. Laser-cut edges at the cuffs and hem. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",DryMove™ Printed sports T-shirt,1999.0,1193118001
InStock,H&M,Grey,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and long raglan sleeves. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",DryMove™ Seamless Sports top,1999.0,1119371010
InStock,H&M,Red/Striped,"T-shirt in jersey made from a linen and cotton blend. Regular fit with a round, rib-trimmed neckline and a straight-cut hem.",Regular Fit Linen-blend T-shirt,1499.0,1167996001
InStock,H&M,Pale green,"Slim-fit, round-necked T-shirt in soft jersey.",Slim Fit Round-necked T-shirt,699.0,0570002158
InStock,H&M,Black,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a stand-up collar, zip at the top and long sleeves. Reflective details on the front and back.",DryMove™ Zip-top sports top,1999.0,1163612001
InStock,H&M,Dark turquoise marl,"Short-sleeved sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",Sports top in DryMove™,1299.0,0653275077
InStock,H&M,Black,"Long-sleeved top in soft jersey with a round neckline. Made using THERMOLITE® technology, this product has been developed to keep you warm with minimum bulk and weight.",THERMOLITE® Regular Fit Jersey top,1299.0,1024743001
InStock,H&M,Grey/Patterned,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short raglan sleeves. Sections in a contrasting colour and fabric.",DryMove™ Sports top,1499.0,1177449005
InStock,H&M,Teal/Block-coloured,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short raglan sleeves. Sections in a contrasting colour and fabric.",DryMove™ Sports top,1499.0,1177449002
InStock,H&M,Cream,"Slim-fit polo shirt in a fine-knit viscose and cotton blend with a collar, button placket and short sleeves. Ribbed trim around the cuffs and a straight hem with a slit at each side.",Slim Fit Fine-knit polo shirt,1999.0,1140721001
InStock,H&M,Light blue,"Regular-fit, V-neck T-shirt in soft cotton jersey.",Regular Fit V-neck T-shirt,499.0,0763275050
InStock,H&M,Black,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short raglan sleeves. Sections in a contrasting colour and fabric.",DryMove™ Sports top,1499.0,1177449001
InStock,H&M,Dark turquoise,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short sleeves.",DryMove™ Sports top,799.0,1158136005
InStock,H&M,Black,Vest top in ribbed jersey made from a cotton blend.,Ribbed vest top,599.0,0881698010
InStock,H&M,Cream/Palm trees,"Slim-fit polo shirt in soft cotton jersey with an all-over print. Ribbed collar, a button placket and short sleeves with ribbed trims.",Slim Fit Patterned polo shirt,999.0,1043183001
InStock,H&M,Steel blue,"T-shirt in soft slub cotton jersey with a slightly wider neckline, a seam centre back and raw, roll edges around the neckline and sleeves. Slightly longer and rounded at the back.",Roll-edge T-shirt,799.0,0793104023
InStock,H&M,Coral/Develop,"Running vest top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and a gently rounded hem at the back.",DryMove™ Running vest top,799.0,1082103011
InStock,H&M,Dark turquoise,"Regular-fit sports top in fast-drying piqué designed to help keep you dry and cool while exercising. Collar, two-button placket at the top and short sleeves with embroidered eyelets in the armpits for added ventilation. Straight-cut hem with a slit in each side.",Regular Fit Piqué sports top,1499.0,1070399009
InStock,H&M,Green,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short sleeves in a raglan cut to minimise chafing. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",DryMove™ Seamless Sports top,1499.0,1133024007
InStock,H&M,Black,"Short-sleeved sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",Sports top in DryMove™,1299.0,0653275005
InStock,H&M,Black,Short-sleeved top in fast-drying functional fabric designed to help keep you dry and cool while exercising. Round neckline and a rounded hem. Longer at the back for a better fit and increased mobility.,Loose Fit Sports top,1499.0,0948855004
InStock,H&M,Dark green/Beige,Slim-fit T-shirts in soft cotton jersey with a round neckline.,5-pack Slim Fit T-shirts,2999.0,0624684023
InStock,H&M,Turquoise,"Slim-fit, V-neck T-shirt in soft cotton jersey.",Slim Fit V-neck T-shirt,699.0,0570003117
InStock,H&M,Pink,"Relaxed-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline. Dropped shoulders, an open chest pocket and straight-cut hem.",Relaxed Fit pocket-detail T-shirt,799.0,1062372005
InStock,H&M,Blue,T-shirt in soft slub cotton jersey with a round neckline and open chest pocket.,Regular Fit T-shirt,799.0,0982659010
InStock,H&M,Dark grey marl,Short-sleeved top in fast-drying functional fabric designed to help keep you dry and cool while exercising. Round neckline and a rounded hem. Longer at the back for a better fit and increased mobility.,Loose Fit Sports top,1499.0,0948855037
InStock,H&M,White/L.A. Core,"Relaxed-fit T-shirt in soft cotton jersey with a print motif, round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,0967955055
InStock,H&M,Light beige,Regular-fit T-shirt in soft pima cotton jersey. Round neckline with a finely-ribbed trim and a straight-cut hem.,Regular Fit Pima cotton T-shirt,1499.0,1101075014
InStock,H&M,White,T-shirt in soft slub cotton jersey with a round neckline and open chest pocket.,Regular Fit T-shirt,799.0,0982659001
InStock,H&M,Beige/Cream/Pink,"Slim-fit, V-neck T-shirts in soft jersey.",3-pack Slim Fit V-neck T-shirts,1999.0,0542533059
InStock,H&M,White,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short sleeves.",DryMove™ Sports top,799.0,1158136006
InStock,H&M,Dark green,"Polo shirt in soft, fine-knit pima cotton. Regular fit with a collar, button placket and long sleeves. Fine ribbing at the cuffs and hem.",Regular Fit Polo shirt,2999.0,1121590001
InStock,H&M,White,"Sports vest top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Relaxed fit with a round neckline and slightly deeper armholes.",DryMove™ Sports vest top,999.0,1145208004
InStock,H&M,Black/White,"Regular-fit T-shirts in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",10-pack Regular Fit Round-neck T-shirts,4999.0,0975620002
InStock,H&M,Cream,"Polo shirt in soft, fine-knit pima cotton. Regular fit with a collar, button placket and long sleeves. Fine ribbing at the cuffs and hem.",Regular Fit Polo shirt,2999.0,1121590002
InStock,H&M,Dark khaki green marl,"Short-sleeved sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",Sports top in DryMove™,1299.0,0653275035
InStock,H&M,White,"Slim-fit, round-necked T-shirt in soft jersey.",Slim Fit Round-necked T-shirt,699.0,0570002002
InStock,H&M,Black,"Regular-fit polo shirt in textured-knit cotton with a collar, button placket, short sleeves and a straight hem.",Regular Fit Polo shirt,2299.0,1148164003
InStock,H&M,Purple/Tie-dye,"T-shirt in soft, patterned cotton jersey. Relaxed fit with a round, rib-trimmed neckline, dropped shoulders, a print motif on the chest and back, and a straight-cut hem.",Relaxed Fit Patterned cotton T-shirt,1299.0,1071167007
InStock,H&M,Blue/Steel blue/White,"Slim-fit, V-neck T-shirts in soft jersey.",3-pack Slim Fit V-neck T-shirts,1999.0,0542533057
InStock,H&M,Blue/Light green/Light greige,"Slim-fit, V-neck T-shirts in soft jersey.",3-pack Slim Fit V-neck T-shirts,1999.0,0542533058
InStock,H&M,Purple/SpongeBob Squarepants,"Relaxed-fit T-shirt in soft cotton jersey with a print motif. Round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,1499.0,1059431019
InStock,H&M,White/Flower,"Relaxed-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline, dropped shoulders, a straight-cut hem and an open chest pocket that has an embroidered text motif.",Relaxed Fit Embroidery-detail T-shirt,1299.0,1147164004
InStock,H&M,Black,T-shirt in soft slub cotton jersey with a round neckline and open chest pocket.,Regular Fit T-shirt,799.0,0982659002
InStock,H&M,Black,"Round-necked T-shirt in soft jersey made from COOLMAX® functional fabric, a unique, soft, comfortable and fast-drying polyester fibre that efficiently wicks moisture while regulating temperature. Relaxed fit with dropped shoulders.",COOLMAX® Relaxed Fit T-shirt,1299.0,0948441004
InStock,H&M,Black marl,"Short-sleeved sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",Sports top in DryMove™,1299.0,0653275047
InStock,H&M,Black,Short-sleeved sports tops in fast-drying functional fabric with good air permeability to wick away moisture.,2-pack sports tops,1499.0,0816111030
InStock,H&M,Light grey marl,"Slim-fit polo shirt in soft cotton jersey with a collar, button placket and short sleeves.",Slim Fit Polo shirt,799.0,0956343040
InStock,H&M,Beige,"Oversized T-shirt in soft cotton jersey with a round, rib-trimmed neckline, dropped shoulders and a straight hem.",Oversized Fit Cotton T-shirt,799.0,1074658014
InStock,H&M,Black,"Slim-fit polo shirt in a fine-knit cotton and mulberry silk blend with a ribbed collar, button placket and short sleeves with ribbed trims.",Slim Fit Silk-blend polo shirt,2999.0,0936065001
InStock,H&M,White,"Slim-fit polo shirt in textured-knit cotton with a collar, short sleeves and a zip at the top. Fine rib-knit around the cuffs and hem.",Slim Fit Zip-top polo shirt,2299.0,1142559001
InStock,H&M,White/Strange sense,"T-shirt in soft cotton jersey with a print motif on the front. Relaxed fit with a round, rib-trimmed neckline and dropped shoulders.",Relaxed Fit Printed T-shirt,1299.0,1034065072
InStock,H&M,Light grey marl,"Short-sleeved sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",Sports top in DryMove™,1299.0,0653275050
InStock,H&M,Dark blue marl,"Short-sleeved sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",Sports top in DryMove™,1299.0,0653275007
InStock,H&M,Black,"Running top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with extra-long, raglan sleeves, reflective details at the back and cuffs, and a slit in each side of the hem. Slightly longer at the back.",Running top in DryMove™,1499.0,1025397013
InStock,H&M,Orange,"Loose-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight-cut hem.",Loose Fit T-shirt,699.0,1195983003
InStock,H&M,Dark grey/Patterned,"Running top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with extra-long, raglan sleeves, reflective details at the back and cuffs, and a slit in each side of the hem. Slightly longer at the back.",Running top in DryMove™,1499.0,1025397014
InStock,H&M,Cream/Detroit,"Oversized, boxy-style T-shirt in soft cotton jersey with a print motif, round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Oversized Fit Printed T-shirt,1499.0,1153374003
InStock,H&M,Light blue,"Slim-fit polo shirt in a fine-knit viscose and cotton blend with a collar, button placket and short sleeves. Ribbed trim around the cuffs and a straight hem with a slit at each side.",Slim Fit Fine-knit polo shirt,1999.0,1140721003
InStock,H&M,Light turquoise,"Regular-fit, V-neck T-shirt in soft cotton jersey.",Regular Fit V-neck T-shirt,499.0,0763275055
InStock,H&M,Black,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and long raglan sleeves. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",DryMove™ Seamless Sports top,1999.0,1119371001
InStock,H&M,Light grey marl,"Short-sleeved sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Muscle fit with narrow shoulders and tapered sleeves to create a flattering silhouette.",Sports top in DryMove™,1299.0,0653275082
InStock,H&M,White,Short-sleeved top in fast-drying functional fabric designed to help keep you dry and cool while exercising. Round neckline and a rounded hem. Longer at the back for a better fit and increased mobility.,Loose Fit Sports top,1499.0,0948855003
InStock,H&M,Dark blue,"Slim-fit, round-necked T-shirt in soft jersey.",Slim Fit Round-necked T-shirt,699.0,0570002166
InStock,H&M,Black,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight-cut hem.",Regular Fit T-shirt,1299.0,1101909001
InStock,H&M,Green/Brolga,"Brolga x H&M. Loose-fit T-shirt in printed cotton jersey with a rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Loose Fit Printed T-shirt,1499.0,1157854003
InStock,H&M,Light beige,"Round-necked T-shirt in soft jersey made from COOLMAX® functional fabric, a unique, soft, comfortable and fast-drying polyester fibre that efficiently wicks moisture while regulating temperature. Relaxed fit with dropped shoulders.",COOLMAX® Relaxed Fit T-shirt,1299.0,0948441020
InStock,H&M,Brown/Blue,"Long, round-necked T-shirts in soft cotton jersey with ribbing around the neckline. Straight, relaxed fit with a curved hem.",2-pack Long Fit T-shirts,1399.0,0945202013
InStock,H&M,Black,"Sports T-shirt in printed DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Relaxed fit with a ribbed trim around the neckline and dropped shoulders.",DryMove™ Printed sports T-shirt,1299.0,1158018009
InStock,H&M,White,"Running top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline, short sleeves in a raglan cut to minimise chafing, and a slit at each side of the hem. Reflective details on the sleeves and back.",DryMove™ Running top,1299.0,1025399003
InStock,H&M,Black,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short sleeves.",DryMove™ Sports top,799.0,1158136001
InStock,H&M,White,"Round-necked T-shirt in soft jersey made from COOLMAX® functional fabric, a unique, soft, comfortable and fast-drying polyester fibre that efficiently wicks moisture while regulating temperature. Relaxed fit with dropped shoulders.",COOLMAX® Relaxed Fit T-shirt,1299.0,0948441003
InStock,H&M,Beige marl,T-shirt in soft slub cotton jersey with a round neckline and open chest pocket.,Regular Fit T-shirt,799.0,0982659009
InStock,H&M,Black,"Slim-fit, V-neck T-shirt in soft cotton jersey.",Slim Fit V-neck T-shirt,699.0,0570003001
InStock,H&M,Dark turquoise/Develop,"Running vest top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and a gently rounded hem at the back.",DryMove™ Running vest top,799.0,1082103009
InStock,H&M,Khaki green marl,Short-sleeved top in fast-drying functional fabric designed to help keep you dry and cool while exercising. Round neckline and a rounded hem. Longer at the back for a better fit and increased mobility.,Loose Fit Sports top,1499.0,0948855042
InStock,H&M,Bright blue,"Oversized T-shirt in soft cotton jersey with a round, rib-trimmed neckline, dropped shoulders and a straight hem.",Oversized Fit Cotton T-shirt,799.0,1074658020
InStock,H&M,White/The Discovery Channel,"T-shirt in soft, printed cotton jersey. Relaxed fit with dropped shoulders and a round neckline with a narrow trim.",Relaxed Fit T-shirt,1299.0,0972640062
InStock,H&M,Light blue/Navy blue,"Regular-fit T-shirts in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",3-pack Regular Fit Round-neck T-shirts,1499.0,0945531030
InStock,H&M,Burgundy,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a stand-up collar, zip at the top and long sleeves. Reflective details on the front and back.",DryMove™ Zip-top sports top,1999.0,1163612003
InStock,H&M,White/Light grey,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short raglan sleeves. Sections in a contrasting colour and fabric.",DryMove™ Sports top,1499.0,1177449006
InStock,H&M,Green/Light purple/Beige,"Regular-fit T-shirts in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",10-pack Regular Fit Round-neck T-shirts,4999.0,0975620015
InStock,H&M,Black,Regular-fit T-shirt in soft pima cotton jersey. Round neckline with a finely-ribbed trim and a straight-cut hem.,Regular Fit Pima cotton T-shirt,1499.0,1101075002
InStock,H&M,Dark green,"Loose-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight-cut hem.",Loose Fit T-shirt,699.0,1195983001
InStock,H&M,Beige,"Regular-fit, V-neck T-shirt in soft cotton jersey.",Regular Fit V-neck T-shirt,499.0,0763275051
InStock,H&M,Black,"Polo shirts in cotton piqué with a ribbed collar and button placket. Short sleeves with ribbed trims, and a straight-cut hem with slits in the sides.",3-pack Regular Fit Polo shirts,2299.0,0961943017
InStock,H&M,White,Slim-fit T-shirts in soft cotton jersey with a round neckline.,5-pack Slim Fit T-shirts,2999.0,0624684001
InStock,H&M,Pink/SpongeBob,"Sleeveless vest top in printed cotton jersey with deep, raw-edge armholes and slits in the sides of the hem.",Printed vest top,999.0,0767109021
InStock,H&M,Black,"Sports T-shirt in printed DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Relaxed fit with a ribbed trim around the neckline and dropped shoulders.",DryMove™ Printed sports T-shirt,1299.0,1158018002
InStock,H&M,White,"Regular-fit, V-neck T-shirt in soft cotton jersey.",Regular Fit V-neck T-shirt,499.0,0763275001
InStock,H&M,Light beige,"Long, round-necked T-shirt in soft jersey with a curved hem.",T-shirt Long Fit,699.0,0598755087
InStock,H&M,White,Vest top in ribbed jersey made from a cotton blend.,Ribbed vest top,599.0,0881698011
InStock,H&M,Grey,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short sleeves in a raglan cut to minimise chafing. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",DryMove™ Seamless Sports top,1499.0,1133024006
InStock,H&M,Light grey,"Slim-fit, round-necked T-shirt in soft jersey.",Slim Fit Round-necked T-shirt,699.0,0570002159
InStock,H&M,Dark blue,"Regular-fit, V-neck T-shirt in soft cotton jersey.",Regular Fit V-neck T-shirt,499.0,0763275054
InStock,H&M,Black,"Sports top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline and short sleeves in a raglan cut to minimise chafing. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",DryMove™ Seamless Sports top,1499.0,1133024008
InStock,H&M,Black,"Oversized T-shirt in soft cotton jersey with a rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Oversized Fit T-shirt,999.0,1171448001
InStock,H&M,Khaki green,"T-shirt in soft slub cotton jersey with a slightly wider neckline, a seam centre back and raw, roll edges around the neckline and sleeves. Slightly longer and rounded at the back.",Roll-edge T-shirt,799.0,0793104019
InStock,H&M,Cream,Short-sleeved polo shirt in soft terry with a collar and V-shaped opening at the top. Regular fit with an open chest pocket and a straight-cut hem with slits in the sides.,Regular Fit Terry polo shirt,1499.0,1064274008
InStock,H&M,Dark blue/Flower,"Relaxed-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline, dropped shoulders, a straight-cut hem and an open chest pocket that has an embroidered text motif.",Relaxed Fit Embroidery-detail T-shirt,1299.0,1147164005
InStock,H&M,Black,"Long, round-necked T-shirt in soft jersey with a curved hem.",T-shirt Long Fit,699.0,0598755001
InStock,H&M,Black,"Running top in DryMove™ functional fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline, short sleeves in a raglan cut to minimise chafing, and a slit at each side of the hem. Reflective details on the sleeves and back.",DryMove™ Running top,1299.0,1025399001
InStock,H&M,Grey/Patterned,"Running top in DryMove™ functional mesh fabric that helps to wick away moisture from your skin, keeping you comfortably dry while you move. Regular fit with a round neckline, short raglan sleeves and reflective print motifs on the front, sleeves and back.",DryMove™ Running top,1499.0,1154822004
InStock,H&M,Cream,"Slim-fit polo shirt in a fine-knit cotton and mulberry silk blend with a ribbed collar, button placket and short sleeves with ribbed trims.",Slim Fit Silk-blend polo shirt,2999.0,0936065010
InStock,H&M,White/Jaws,"Sleeveless vest top in printed cotton jersey with deep, raw-edge armholes and slits in the sides of the hem.",Printed vest top,999.0,0767109023
InStock,H&M,White/Light green striped,Regular-fit vest tops in stretch cotton jersey.,2-pack Regular Fit vest tops,999.0,0649098026
InStock,H&M,Green/White striped,"Slim-fit, round-necked T-shirt in soft jersey.",Slim Fit Round-necked T-shirt,699.0,0570002152
InStock,H&M,Dark blue,"Regular-fit polo shirt in textured-knit cotton with a collar, button placket, short sleeves and a straight hem.",Regular Fit Polo shirt,2299.0,1148164006
