availability,brand,color,description,name,price,sku
InStock,H&M,Light blue/Rick and Morty,T-shirt in soft cotton jersey with a round neckline and a print motif on the front.,Regular Fit T-shirt,799.0,0973277043
InStock,H&M,Light yellow,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816183
InStock,H&M,White/Disney100,"Disney100 x H&M. In celebration of Disney's 100th anniversary, artist and former professional snowboarder Trevor Andrew has created this streetwear-inspired collection featuring new takes on some of the studio's most beloved characters. This T-shirt is made from soft cotton jersey and have motifs on the front and back. Loose fit with a round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Loose Fit T-shirt,1499.0,1176573003
InStock,H&M,Dark green/Brown,Slim-fit T-shirts in soft cotton jersey with a round neckline.,5-pack Slim Fit T-shirts,2999.0,0624684022
InStock,H&M,Beige/Greige/Brown,"Regular-fit T-shirts in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",3-pack Regular Fit Round-neck T-shirts,1499.0,0945531040
InStock,H&M,Beige/Snoopy,"Long-sleeved top in soft, printed cotton jersey. Relaxed fit with dropped shoulders and ribbing around the neckline and cuffs.",Relaxed Fit Printed jersey top,1499.0,0992557035
InStock,H&M,Orange/Strada,"T-shirt in soft cotton jersey with a print motif on the front. Relaxed fit with a round, rib-trimmed neckline and dropped shoulders.",Relaxed Fit Printed T-shirt,1299.0,1034065065
InStock,H&M,Purple,"Oversized T-shirt in soft cotton jersey with a rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Oversized Fit T-shirt,999.0,1171448003
InStock,H&M,Blue,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight-cut hem.",Regular Fit T-shirt,399.0,1195979001
InStock,H&M,Black,"Regular-fit T-shirts in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",3-pack Regular Fit Round-neck T-shirts,1499.0,0945531012
InStock,H&M,Blue,"Relaxed-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit T-shirt,799.0,1195984001
InStock,H&M,White/Black,Slim-fit T-shirts in soft cotton jersey with a round neckline.,5-pack Slim Fit T-shirts,2999.0,0624684003
InStock,H&M,Black/Disney100,"Disney100 x H&M. In celebration of Disney's 100th anniversary, artist and former professional snowboarder Trevor Andrew has created this streetwear-inspired collection featuring new takes on some of the studio's most beloved characters. This T-shirt is made from soft cotton jersey and have motifs on the front and back. Loose fit with a round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Loose Fit T-shirt,1499.0,1176573002
InStock,H&M,Beige/Yellow,"Regular-fit T-shirts in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",3-pack Regular Fit Round-neck T-shirts,1499.0,0945531035
InStock,H&M,Dark brown,"Regular-fit polo shirt in cotton piqué with a ribbed collar, button placket and short sleeves with ribbed trims.",Regular Fit Piqué polo shirt,1499.0,1144078005
InStock,H&M,Beige/Khaki green,Slim-fit T-shirts in soft cotton jersey with a round neckline.,5-pack Slim Fit T-shirts,2999.0,0624684027
InStock,H&M,White/Snoopy,T-shirt in soft cotton jersey with a round neckline and a print motif on the front.,Regular Fit T-shirt,799.0,0973277045
InStock,H&M,Blue,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816206
InStock,H&M,Neon yellow/SpongeBob,T-shirt in soft cotton jersey with a round neckline and a print motif on the front.,Regular Fit T-shirt,799.0,0973277038
InStock,H&M,White/Black,"Long, round-necked T-shirts in soft cotton jersey with ribbing around the neckline. Straight, relaxed fit with a curved hem.",2-pack Long Fit T-shirts,1399.0,0945202001
InStock,H&M,Beige,Relaxed-fit T-shirt in heavy cotton jersey with a round neckline.,Relaxed Fit T-shirt,799.0,0608945084
InStock,H&M,Black,Top in waffled jersey made from a cotton blend with a round neckline and long sleeves.,Jersey top Slim Fit,1299.0,0795243001
InStock,H&M,Black/New York,"T-shirt in soft cotton jersey with a print motif on the front. Relaxed fit with a round, rib-trimmed neckline and dropped shoulders.",Relaxed Fit Printed T-shirt,1299.0,1034065073
InStock,H&M,Dark blue,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816078
InStock,H&M,Grey/Atlanta,"T-shirt in soft cotton jersey with a print motif on the front. Relaxed fit with a round, rib-trimmed neckline and dropped shoulders.",Relaxed Fit Printed T-shirt,1299.0,1034065064
InStock,H&M,Blue,"Slim-fit polo shirt in soft cotton jersey with a collar, button placket and short sleeves.",Slim Fit Polo shirt,799.0,0956343035
InStock,H&M,Light blue,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816194
InStock,H&M,Black/New York,"Oversized t-shirt in printed mesh with a V-neck, dropped shoulders and a straight-cut hem.",Oversized Fit Printed mesh T-shirt,1499.0,1140854004
InStock,H&M,Black/Yale University,"Polo shirt in soft cotton jersey with printed and embroidered motifs. Relaxed fit with a ribbed collar, concealed button placket and short sleeves with ribbed trims. Straight-cut hem with a small slit at each side.",Relaxed Fit Motif-detail polo shirt,1999.0,1167182002
InStock,H&M,Grey/Beige/Green,Slim-fit T-shirts in soft cotton jersey with a round neckline.,5-pack Slim Fit T-shirts,2999.0,0624684032
InStock,H&M,White,Relaxed-fit T-shirt in heavy cotton jersey with a round neckline.,Relaxed Fit T-shirt,799.0,0608945001
InStock,H&M,Dark brown/Flowers,"Relaxed-fit T-shirt in soft cotton jersey with a print motif. Round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,1037255012
InStock,H&M,Dark green,"Slim-fit polo shirt in soft cotton jersey with a collar, button placket and short sleeves.",Slim Fit Polo shirt,799.0,0956343036
InStock,H&M,Pistachio green,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816181
InStock,H&M,White/Jaws,"Oversized T-shirt in soft cotton jersey with a print motif. Rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Oversized Fit T-shirt,1499.0,1159823018
InStock,H&M,Khaki green,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816204
InStock,H&M,Turquoise,"Regular-fit T-shirts in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",3-pack Regular Fit Round-neck T-shirts,1499.0,0945531033
InStock,H&M,White,Vest top in ribbed jersey made from a cotton blend.,Ribbed vest top,599.0,0881698001
InStock,H&M,White/Plant based,"T-shirt in soft cotton jersey with a print motif on the front. Relaxed fit with a round, rib-trimmed neckline and dropped shoulders.",Relaxed Fit Printed T-shirt,1299.0,1034065070
InStock,H&M,Brown,Short-sleeved polo shirt in soft cotton jersey with a collar and a V-shaped opening at the top. Relaxed fit with dropped shoulders and a straight-cut hem with a slit at each side.,Relaxed Fit Polo shirt,1499.0,1192918002
InStock,H&M,Beige/Kodak,"T-shirt in soft, printed cotton jersey. Relaxed fit with dropped shoulders and a round neckline with a narrow trim.",Relaxed Fit T-shirt,1299.0,0972640063
InStock,H&M,Black,Vest top in ribbed jersey made from a cotton blend.,Ribbed vest top,599.0,0881698002
InStock,H&M,Grey marl,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816053
InStock,H&M,Black,Relaxed-fit T-shirt in heavy cotton jersey with a round neckline.,Relaxed Fit T-shirt,799.0,0608945008
InStock,H&M,White/Sunshine,"Relaxed-fit T-shirt in soft cotton jersey with a print motif, round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,1032522082
InStock,H&M,Light blue/Explora Un Mundo,"Relaxed-fit T-shirt in soft cotton jersey with a print motif, round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,1032522073
InStock,H&M,Green/Blue/Yellow,"Regular-fit T-shirts in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",10-pack Regular Fit Round-neck T-shirts,4999.0,0975620011
InStock,H&M,Black/Nirvana,T-shirt in soft cotton jersey with a round neckline and a print motif on the front.,Regular Fit T-shirt,799.0,0973277044
InStock,H&M,Dark green,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816211
InStock,H&M,Turquoise,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816200
InStock,H&M,Dark blue,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816185
InStock,H&M,Purple,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816179
InStock,H&M,White,Regular-fit polo shirt in soft cotton jersey with a collar and a V-shaped opening at the top. Long sleeves and a straight-cut hem with a slit at each side.,Regular Fit Long-sleeved polo shirt,1999.0,1185908002
InStock,H&M,Beige/Flowers,"Relaxed-fit T-shirt in soft cotton jersey with a print motif. Rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,1154188010
InStock,H&M,White/Landscape,"Relaxed-fit T-shirt in soft cotton jersey with a print motif. Round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,1037255014
InStock,H&M,White/Beige/Black,"Polo shirts in cotton piqué with a ribbed collar and button placket. Short sleeves with ribbed trims, and a straight-cut hem with slits in the sides.",3-pack Regular Fit Polo shirts,2299.0,0961943020
InStock,H&M,White/Navy blue,"Polo shirts in cotton piqué with a ribbed collar and button placket. Short sleeves with ribbed trims, and a straight-cut hem with slits in the sides.",3-pack Regular Fit Polo shirts,2299.0,0961943018
InStock,H&M,Black,"Slim-fit polo shirt in fine-knit cotton with a collar, zip at the top and long sleeves.",Slim Fit Zip-top polo shirt,2699.0,1169603001
InStock,H&M,Beige/Natureconnect,"Relaxed-fit T-shirt in soft cotton jersey with a print motif, round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,1032522097
InStock,H&M,Black,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816002
InStock,H&M,White/Beverly Hills,"Relaxed-fit T-shirt in soft cotton jersey with a print motif, round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,0967955068
InStock,H&M,Black,Regular-fit polo shirt in soft cotton jersey with a collar and a V-shaped opening at the top. Long sleeves and a straight-cut hem with a slit at each side.,Regular Fit Long-sleeved polo shirt,1999.0,1185908001
InStock,H&M,Light blue/Clear Vision,"T-shirt in soft cotton jersey with a print motif on the front. Relaxed fit with a round, rib-trimmed neckline and dropped shoulders.",Relaxed Fit Printed T-shirt,1299.0,1034065061
InStock,H&M,Black,"Oversized T-shirt in soft cotton jersey with a round, rib-trimmed neckline, dropped shoulders and a straight hem.",Oversized Fit Cotton T-shirt,799.0,1074658001
InStock,H&M,Black/Formula 1,T-shirt in soft cotton jersey with a round neckline and a print motif on the front.,Regular Fit T-shirt,799.0,0973277052
InStock,H&M,Black,Slim-fit T-shirt in soft pima cotton jersey. Round neckline with a finely-ribbed trim and a straight-cut hem.,Slim Fit Pima cotton T-shirt,1499.0,1101074002
InStock,H&M,Light brown,"Slim-fit polo shirt in fine-knit cotton with a collar, zip at the top and long sleeves.",Slim Fit Zip-top polo shirt,2699.0,1169603002
InStock,H&M,Dark green,Slim-fit T-shirt in soft pima cotton jersey. Round neckline with a finely-ribbed trim and a straight-cut hem.,Slim Fit Pima cotton T-shirt,1499.0,1101074019
InStock,H&M,Light beige,"Oversized T-shirt in heavy cotton jersey with a round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Oversized Fit Cotton T-shirt,1299.0,1035207026
InStock,H&M,Beige/Harlem,"Regular-fit T-shirt in soft cotton jersey with a print motif on the front, a round, rib-trimmed neckline and a straight-cut hem.",Regular Fit Printed T-shirt,699.0,1195400001
InStock,H&M,Dark brown,"Polo shirt in cotton piqué with a ribbed collar, button placket, short sleeves with ribbed trims, and a straight-cut hem with a slit at each side.",Slim Fit Cotton polo shirt,1299.0,1130226009
InStock,H&M,Black/Clouds,"Relaxed-fit T-shirt in soft cotton jersey with a print motif. Rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,1154188008
InStock,H&M,Cream/Stones,"Loose-fit T-shirt in soft jersey with a print motif on the front and back. Rib-trimmed neckline and a straight-cut hem. The T-shirt incorporates COOLMAX® functional fabric, a unique, soft, comfortable and fast-drying polyester fibre that efficiently wicks moisture while regulating temperature.",COOLMAX® Loose Fit T-shirt,1499.0,1195471002
InStock,H&M,Green/Flowers,"Relaxed-fit T-shirt in soft cotton jersey with a print motif, round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,1032522080
InStock,H&M,Brown/285,"Regular-fit T-shirt in soft cotton jersey with a print motif, round, rib-trimmed neckline and a straight-cut hem.",Regular Fit Printed T-shirt,699.0,0684021203
InStock,H&M,Light beige,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816178
InStock,H&M,Dark grey,"Regular-fit T-shirt in soft cotton jersey with a round, rib-trimmed neckline and a straight hem.",Regular Fit Round-neck T-shirt,399.0,0685816177
InStock,H&M,Blue/Striped,"Top in soft cotton jersey with a round, rib-trimmed neckline, Relaxed fit with dropped shoulders, long sleeves and wide ribbing at the cuffs.",Relaxed Fit Jersey top,1499.0,1021953015
InStock,H&M,Black/Car,"Relaxed-fit T-shirt in soft cotton jersey with a print motif, round, rib-trimmed neckline, dropped shoulders and a straight-cut hem.",Relaxed Fit Printed T-shirt,799.0,1032522096
